database_x,database_y,description_x,description_y,label
hospital_admission_record-history_provider,admission_records-historian,Individual providing the medical history.,Person providing the medical history.,1
hospital_admission_record-history_provider,admission_records-admission_date,Individual providing the medical history.,Date when the patient was admitted.,0
hospital_admission_record-history_provider,admission_records-place_of_birth,Individual providing the medical history.,Patient's place of birth.,0
hospital_admission_record-history_provider,admission_records-current_address,Individual providing the medical history.,Residential address of the patient.,0
hospital_admission_record-history_provider,admission_records-marital_status,Individual providing the medical history.,Patient's marital status.,0
hospital_admission_record-history_provider,admission_records-obstetric_history,Individual providing the medical history.,History of pregnancies and childbirth.,0
hospital_admission_record-history_provider,admission_records-family_history,Individual providing the medical history.,Medical history of the patient's family.,0
hospital_admission_record-history_provider,admission_records-age,Individual providing the medical history.,Patient's age.,0
hospital_admission_record-history_provider,admission_records-current_department,Individual providing the medical history.,The specific department or unit where the patient is currently receiving treatment.,0
hospital_admission_record-history_provider,admission_records-household_registration_address,Individual providing the medical history.,Registered permanent address.,0
hospital_admission_record-history_provider,admission_records-past_medical_history,Individual providing the medical history.,Patient's previous medical history.,0
hospital_admission_record-history_provider,admission_records-date,Individual providing the medical history.,General date of record.,0
hospital_admission_record-history_provider,admission_records-menstrual_history,Individual providing the medical history.,History of the patient's menstrual cycle.,0
hospital_admission_record-history_provider,admission_records-ethnicity,Individual providing the medical history.,Patient's ethnic background.,0
hospital_admission_record-history_provider,admission_records-parents_name,Individual providing the medical history.,Name of the patient's biological or adoptive parent (if applicable).,0
hospital_admission_record-history_provider,admission_records-present_illness_history,Individual providing the medical history.,History of the present illness.,0
hospital_admission_record-history_provider,admission_records-phone_number,Individual providing the medical history.,Patient's contact phone number.,0
hospital_admission_record-history_provider,admission_records-occupation,Individual providing the medical history.,Patient's occupation.,0
hospital_admission_record-history_provider,admission_records-drug_and_food_allergy_history,Individual providing the medical history.,History of allergies to drugs and food.,0
hospital_admission_record-history_provider,admission_records-auxiliary_examination,Individual providing the medical history.,Notes from additional examinations and tests.,0
hospital_admission_record-history_provider,normal_discharge_records-case_number,Individual providing the medical history.,Unique identifier for the patient's case.,0
hospital_admission_record-history_provider,normal_discharge_records-hospital_course,Individual providing the medical history.,Summary of the patient's hospital stay and progress.,0
hospital_admission_record-history_provider,normal_discharge_records-admission_condition,Individual providing the medical history.,Patient's condition upon admission.,0
hospital_admission_record-history_provider,normal_discharge_records-admission_time,Individual providing the medical history.,The exact time when the patient was admitted.,0
hospital_admission_record-history_provider,normal_discharge_records-admission_diagnosis,Individual providing the medical history.,Initial diagnosis when the patient was admitted.,0
hospital_admission_record-history_provider,normal_discharge_records-discharge_instructions,Individual providing the medical history.,Medical instructions provided upon discharge.,0
hospital_admission_record-history_provider,normal_discharge_records-discharge_condition,Individual providing the medical history.,Patient's condition upon discharge.,0
hospital_admission_record-history_provider,normal_discharge_records-discharge_date,Individual providing the medical history.,The date the patient was discharged from the hospital.,0
hospital_admission_record-history_provider,normal_discharge_records-discharge_diagnosis,Individual providing the medical history.,Final diagnosis made upon discharge.,0
hospital_admission_record-history_provider,normal_discharge_records-physician_s_signature,Individual providing the medical history.,Signature of the attending physician.,0
hospital_admission_record-history_provider,normal_discharge_records-patient_s_signature_fingerprint,Individual providing the medical history.,Patient's signature or fingerprint for verification.,0
hospital_admission_record-history_provider,normal_discharge_records-signature_date,Individual providing the medical history.,Date when the signatures were recorded.,0
hospital_admission_record-history_provider,operation_record-date_and_time,Individual providing the medical history.,The date and time when the surgery was performed.,0
hospital_admission_record-history_provider,operation_record-primary_surgeon,Individual providing the medical history.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
hospital_admission_record-history_provider,operation_record-bed_number,Individual providing the medical history.,The bed number assigned to the patient.,0
hospital_admission_record-history_provider,operation_record-current_department,Individual providing the medical history.,The medical department of the patient at the time of surgery.,0
hospital_admission_record-history_provider,operation_record-frozen_section_results,Individual providing the medical history.,Results from the intraoperative frozen section analysis.,0
hospital_admission_record-history_provider,operation_record-patient_name,Individual providing the medical history.,The full name of the patient undergoing surgery.,0
hospital_admission_record-history_provider,operation_record-surgeon_signature,Individual providing the medical history.,Signature of the primary surgeon.,0
hospital_admission_record-history_provider,operation_record-routine_pathology_specimen_description,Individual providing the medical history.,Description of the specimens sent for routine pathology.,0
hospital_admission_record-history_provider,operation_record-preoperative_diagnosis,Individual providing the medical history.,The diagnosis provided prior to the surgery.,0
hospital_admission_record-history_provider,operation_record-postoperative_diagnosis,Individual providing the medical history.,The diagnosis confirmed after the surgery is completed.,0
hospital_admission_record-history_provider,operation_record-anesthesiologist,Individual providing the medical history.,The name of the anesthesiologist in charge of administering anesthesia.,0
hospital_admission_record-history_provider,operation_record-type_of_anesthesia,Individual providing the medical history.,The specific type of anesthesia used during the operation.,0
hospital_admission_record-history_provider,operation_record-first_assistant,Individual providing the medical history.,The name of the first assistant surgeon (if applicable).,0
hospital_admission_record-history_provider,operation_record-second_assistant,Individual providing the medical history.,The name of the second assistant surgeon (if applicable).,0
hospital_admission_record-history_provider,operation_record-intraoperative_blood_transfusion_volume,Individual providing the medical history.,The amount of blood transfused during the surgery.,0
hospital_admission_record-history_provider,consultation_record-consultation_participants,Individual providing the medical history.,Names of the medical professionals involved in the consultation.,0
hospital_admission_record-history_provider,consultation_record-consultation_time,Individual providing the medical history.,The date and time when the consultation took place.,0
hospital_admission_record-history_provider,consultation_record-consultation_department,Individual providing the medical history.,The medical department responsible for the consultation.,0
hospital_admission_record-history_provider,consultation_record-consultation_opinions,Individual providing the medical history.,Opinions and recommendations provided during the consultation.,0
hospital_admission_record-history_provider,consultation_record-consultation_purpose,Individual providing the medical history.,The purpose or reason for requesting the consultation.,0
hospital_admission_record-history_provider,consultation_record-current_bed_number,Individual providing the medical history.,The patient's assigned bed number at the time of consultation.,0
hospital_admission_record-history_provider,consultation_record-gender,Individual providing the medical history.,The gender of the patient.,0
hospital_admission_record-history_provider,consultation_record-patient_name,Individual providing the medical history.,The full name of the patient.,0
hospital_admission_record-history_provider,consultation_record-recording_physician_s_signature,Individual providing the medical history.,Signature of the physician documenting the consultation.,0
hospital_admission_record-history_provider,consultation_record-lab_and_equipment_findings,Individual providing the medical history.,Results from any lab tests or equipment used during the consultation.,0
hospital_admission_record-history_provider,consultation_record-requesting_physician,Individual providing the medical history.,The physician who requested the consultation.,0
hospital_admission_record-history_provider,consultation_record-request_time,Individual providing the medical history.,The date and time when the consultation was requested.,0
hospital_admission_record-history_provider,preoperative_summary-physician_s_signature,Individual providing the medical history.,The signature of the physician responsible for the preoperative assessment.,0
hospital_admission_record-history_provider,preoperative_summary-course_of_illness_time,Individual providing the medical history.,The duration or time frame of the patient's illness leading up to the surgery.,0
hospital_admission_record-history_provider,preoperative_summary-diagnosis,Individual providing the medical history.,The medical condition diagnosed before the surgery.,0
hospital_admission_record-history_provider,preoperative_summary-preoperative_preparation,Individual providing the medical history.,The preparations made before the surgery.,0
hospital_admission_record-history_provider,preoperative_summary-recording_physician_s_signature,Individual providing the medical history.,The signature of the physician who documented the preoperative summary.,0
hospital_admission_record-history_provider,preoperative_summary-proposed_surgical_method,Individual providing the medical history.,The planned method or type of surgical procedure.,0
hospital_admission_record-history_provider,preoperative_summary-brief_medical_history,Individual providing the medical history.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
hospital_admission_record-history_provider,death_record-medical_record_number,Individual providing the medical history.,The unique number assigned to the patient's medical record.,0
hospital_admission_record-history_provider,death_record-admit_situation,Individual providing the medical history.,The condition of the patient upon admission.,0
hospital_admission_record-history_provider,death_record-admission_date,Individual providing the medical history.,The date when the patient was admitted to the hospital.,0
hospital_admission_record-history_provider,death_record-date_of_birth,Individual providing the medical history.,The patient's date of birth.,0
hospital_admission_record-history_provider,death_record-physician_s_signature,Individual providing the medical history.,The signatures of the physician(s) involved.,0
hospital_admission_record-history_provider,death_record-current_bed_number,Individual providing the medical history.,The bed number assigned to the patient at the time of death.,0
hospital_admission_record-history_provider,death_record-current_department,Individual providing the medical history.,The hospital department where the patient was located at the time of death.,0
hospital_admission_record-history_provider,death_record-patient_name,Individual providing the medical history.,The name of the deceased patient.,0
hospital_admission_record-history_provider,death_record-cause_of_death,Individual providing the medical history.,The identified cause of death.,0
hospital_admission_record-history_provider,death_record-time_of_death,Individual providing the medical history.,The specific date and time when the patient passed away.,0
hospital_admission_record-history_provider,death_record-death_diagnosis,Individual providing the medical history.,The diagnosis established as the cause or underlying reason for death.,0
hospital_admission_record-history_provider,death_record-record_time,Individual providing the medical history.,The time when the death record was documented.,0
hospital_admission_record-history_provider,death_record-diagnosis_and_treatment_process,Individual providing the medical history.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
hospital_admission_record-history_provider,death_record-recording_physician_s_signature,Individual providing the medical history.,The signature of the physician who documented the death record.,0
hospital_admission_record-history_provider,death_record-patient_hospitalization_id,Individual providing the medical history.,The unique ID assigned to the patient’s hospitalization.,0
hospital_admission_record-admission_time,admission_records-name,The time when the patient was admitted.,Patient's full name.,0
hospital_admission_record-admission_time,admission_records-gender,The time when the patient was admitted.,Patient's gender.,0
hospital_admission_record-admission_time,admission_records-physical_examination,The time when the patient was admitted.,Notes from the physical examination of the patient.,0
hospital_admission_record-admission_time,admission_records-personal_history,The time when the patient was admitted.,Patient's personal history.,0
hospital_admission_record-admission_time,admission_records-preliminary_diagnosis,The time when the patient was admitted.,Initial diagnosis made upon admission.,0
hospital_admission_record-admission_time,admission_records-chief_complaint,The time when the patient was admitted.,Main complaint or reason for admission.,0
hospital_admission_record-admission_time,admission_records-historian,The time when the patient was admitted.,Person providing the medical history.,0
hospital_admission_record-admission_time,admission_records-admission_date,The time when the patient was admitted.,Date when the patient was admitted.,1
hospital_admission_record-admission_time,admission_records-place_of_birth,The time when the patient was admitted.,Patient's place of birth.,0
hospital_admission_record-admission_time,admission_records-current_address,The time when the patient was admitted.,Residential address of the patient.,0
hospital_admission_record-admission_time,admission_records-marital_status,The time when the patient was admitted.,Patient's marital status.,0
hospital_admission_record-admission_time,admission_records-obstetric_history,The time when the patient was admitted.,History of pregnancies and childbirth.,0
hospital_admission_record-admission_time,admission_records-family_history,The time when the patient was admitted.,Medical history of the patient's family.,0
hospital_admission_record-admission_time,admission_records-age,The time when the patient was admitted.,Patient's age.,0
hospital_admission_record-admission_time,admission_records-current_department,The time when the patient was admitted.,The specific department or unit where the patient is currently receiving treatment.,0
hospital_admission_record-admission_time,admission_records-household_registration_address,The time when the patient was admitted.,Registered permanent address.,0
hospital_admission_record-admission_time,admission_records-past_medical_history,The time when the patient was admitted.,Patient's previous medical history.,0
hospital_admission_record-admission_time,admission_records-date,The time when the patient was admitted.,General date of record.,0
hospital_admission_record-admission_time,admission_records-menstrual_history,The time when the patient was admitted.,History of the patient's menstrual cycle.,0
hospital_admission_record-admission_time,admission_records-ethnicity,The time when the patient was admitted.,Patient's ethnic background.,0
hospital_admission_record-admission_time,admission_records-parents_name,The time when the patient was admitted.,Name of the patient's biological or adoptive parent (if applicable).,0
hospital_admission_record-admission_time,admission_records-present_illness_history,The time when the patient was admitted.,History of the present illness.,0
hospital_admission_record-admission_time,admission_records-phone_number,The time when the patient was admitted.,Patient's contact phone number.,0
hospital_admission_record-admission_time,admission_records-occupation,The time when the patient was admitted.,Patient's occupation.,0
hospital_admission_record-admission_time,admission_records-drug_and_food_allergy_history,The time when the patient was admitted.,History of allergies to drugs and food.,0
hospital_admission_record-admission_time,admission_records-auxiliary_examination,The time when the patient was admitted.,Notes from additional examinations and tests.,0
hospital_admission_record-admission_time,normal_discharge_records-case_number,The time when the patient was admitted.,Unique identifier for the patient's case.,0
hospital_admission_record-admission_time,normal_discharge_records-hospital_course,The time when the patient was admitted.,Summary of the patient's hospital stay and progress.,0
hospital_admission_record-admission_time,normal_discharge_records-admission_condition,The time when the patient was admitted.,Patient's condition upon admission.,0
hospital_admission_record-admission_time,normal_discharge_records-admission_time,The time when the patient was admitted.,The exact time when the patient was admitted.,0
hospital_admission_record-admission_time,normal_discharge_records-admission_diagnosis,The time when the patient was admitted.,Initial diagnosis when the patient was admitted.,0
hospital_admission_record-admission_time,normal_discharge_records-discharge_instructions,The time when the patient was admitted.,Medical instructions provided upon discharge.,0
hospital_admission_record-admission_time,normal_discharge_records-discharge_condition,The time when the patient was admitted.,Patient's condition upon discharge.,0
hospital_admission_record-admission_time,normal_discharge_records-discharge_date,The time when the patient was admitted.,The date the patient was discharged from the hospital.,0
hospital_admission_record-admission_time,normal_discharge_records-discharge_diagnosis,The time when the patient was admitted.,Final diagnosis made upon discharge.,0
hospital_admission_record-admission_time,normal_discharge_records-physician_s_signature,The time when the patient was admitted.,Signature of the attending physician.,0
hospital_admission_record-admission_time,normal_discharge_records-patient_s_signature_fingerprint,The time when the patient was admitted.,Patient's signature or fingerprint for verification.,0
hospital_admission_record-admission_time,normal_discharge_records-signature_date,The time when the patient was admitted.,Date when the signatures were recorded.,0
hospital_admission_record-admission_time,operation_record-date_and_time,The time when the patient was admitted.,The date and time when the surgery was performed.,0
hospital_admission_record-admission_time,operation_record-primary_surgeon,The time when the patient was admitted.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
hospital_admission_record-admission_time,operation_record-bed_number,The time when the patient was admitted.,The bed number assigned to the patient.,0
hospital_admission_record-admission_time,operation_record-current_department,The time when the patient was admitted.,The medical department of the patient at the time of surgery.,0
hospital_admission_record-admission_time,operation_record-frozen_section_results,The time when the patient was admitted.,Results from the intraoperative frozen section analysis.,0
hospital_admission_record-admission_time,operation_record-patient_name,The time when the patient was admitted.,The full name of the patient undergoing surgery.,0
hospital_admission_record-admission_time,operation_record-surgeon_signature,The time when the patient was admitted.,Signature of the primary surgeon.,0
hospital_admission_record-admission_time,operation_record-routine_pathology_specimen_description,The time when the patient was admitted.,Description of the specimens sent for routine pathology.,0
hospital_admission_record-admission_time,operation_record-preoperative_diagnosis,The time when the patient was admitted.,The diagnosis provided prior to the surgery.,0
hospital_admission_record-admission_time,operation_record-postoperative_diagnosis,The time when the patient was admitted.,The diagnosis confirmed after the surgery is completed.,0
hospital_admission_record-admission_time,operation_record-anesthesiologist,The time when the patient was admitted.,The name of the anesthesiologist in charge of administering anesthesia.,0
hospital_admission_record-admission_time,operation_record-type_of_anesthesia,The time when the patient was admitted.,The specific type of anesthesia used during the operation.,0
hospital_admission_record-admission_time,operation_record-first_assistant,The time when the patient was admitted.,The name of the first assistant surgeon (if applicable).,0
hospital_admission_record-admission_time,operation_record-second_assistant,The time when the patient was admitted.,The name of the second assistant surgeon (if applicable).,0
hospital_admission_record-admission_time,operation_record-intraoperative_blood_transfusion_volume,The time when the patient was admitted.,The amount of blood transfused during the surgery.,0
hospital_admission_record-admission_time,consultation_record-consultation_participants,The time when the patient was admitted.,Names of the medical professionals involved in the consultation.,0
hospital_admission_record-admission_time,consultation_record-consultation_time,The time when the patient was admitted.,The date and time when the consultation took place.,0
hospital_admission_record-admission_time,consultation_record-consultation_department,The time when the patient was admitted.,The medical department responsible for the consultation.,0
hospital_admission_record-admission_time,consultation_record-consultation_opinions,The time when the patient was admitted.,Opinions and recommendations provided during the consultation.,0
hospital_admission_record-admission_time,consultation_record-consultation_purpose,The time when the patient was admitted.,The purpose or reason for requesting the consultation.,0
hospital_admission_record-admission_time,consultation_record-current_bed_number,The time when the patient was admitted.,The patient's assigned bed number at the time of consultation.,0
hospital_admission_record-admission_time,consultation_record-gender,The time when the patient was admitted.,The gender of the patient.,0
hospital_admission_record-admission_time,consultation_record-patient_name,The time when the patient was admitted.,The full name of the patient.,0
hospital_admission_record-admission_time,consultation_record-recording_physician_s_signature,The time when the patient was admitted.,Signature of the physician documenting the consultation.,0
hospital_admission_record-admission_time,consultation_record-lab_and_equipment_findings,The time when the patient was admitted.,Results from any lab tests or equipment used during the consultation.,0
hospital_admission_record-admission_time,consultation_record-requesting_physician,The time when the patient was admitted.,The physician who requested the consultation.,0
hospital_admission_record-admission_time,consultation_record-request_time,The time when the patient was admitted.,The date and time when the consultation was requested.,0
hospital_admission_record-admission_time,preoperative_summary-physician_s_signature,The time when the patient was admitted.,The signature of the physician responsible for the preoperative assessment.,0
hospital_admission_record-admission_time,preoperative_summary-course_of_illness_time,The time when the patient was admitted.,The duration or time frame of the patient's illness leading up to the surgery.,0
hospital_admission_record-admission_time,preoperative_summary-diagnosis,The time when the patient was admitted.,The medical condition diagnosed before the surgery.,0
hospital_admission_record-admission_time,preoperative_summary-preoperative_preparation,The time when the patient was admitted.,The preparations made before the surgery.,0
hospital_admission_record-admission_time,preoperative_summary-recording_physician_s_signature,The time when the patient was admitted.,The signature of the physician who documented the preoperative summary.,0
hospital_admission_record-admission_time,preoperative_summary-proposed_surgical_method,The time when the patient was admitted.,The planned method or type of surgical procedure.,0
hospital_admission_record-admission_time,preoperative_summary-brief_medical_history,The time when the patient was admitted.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
hospital_admission_record-admission_time,death_record-medical_record_number,The time when the patient was admitted.,The unique number assigned to the patient's medical record.,0
hospital_admission_record-admission_time,death_record-admit_situation,The time when the patient was admitted.,The condition of the patient upon admission.,0
hospital_admission_record-admission_time,death_record-admission_date,The time when the patient was admitted.,The date when the patient was admitted to the hospital.,0
hospital_admission_record-admission_time,death_record-date_of_birth,The time when the patient was admitted.,The patient's date of birth.,0
hospital_admission_record-admission_time,death_record-physician_s_signature,The time when the patient was admitted.,The signatures of the physician(s) involved.,0
hospital_admission_record-admission_time,death_record-current_bed_number,The time when the patient was admitted.,The bed number assigned to the patient at the time of death.,0
hospital_admission_record-admission_time,death_record-current_department,The time when the patient was admitted.,The hospital department where the patient was located at the time of death.,0
hospital_admission_record-admission_time,death_record-patient_name,The time when the patient was admitted.,The name of the deceased patient.,0
hospital_admission_record-admission_time,death_record-cause_of_death,The time when the patient was admitted.,The identified cause of death.,0
hospital_admission_record-admission_time,death_record-time_of_death,The time when the patient was admitted.,The specific date and time when the patient passed away.,0
hospital_admission_record-admission_time,death_record-death_diagnosis,The time when the patient was admitted.,The diagnosis established as the cause or underlying reason for death.,0
hospital_admission_record-admission_time,death_record-record_time,The time when the patient was admitted.,The time when the death record was documented.,0
hospital_admission_record-admission_time,death_record-diagnosis_and_treatment_process,The time when the patient was admitted.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
hospital_admission_record-admission_time,death_record-recording_physician_s_signature,The time when the patient was admitted.,The signature of the physician who documented the death record.,0
hospital_admission_record-admission_time,death_record-patient_hospitalization_id,The time when the patient was admitted.,The unique ID assigned to the patient’s hospitalization.,0
hospital_admission_record-birth_address,admission_records-name,Place where the patient was born.,Patient's full name.,0
hospital_admission_record-birth_address,admission_records-gender,Place where the patient was born.,Patient's gender.,0
hospital_admission_record-birth_address,admission_records-physical_examination,Place where the patient was born.,Notes from the physical examination of the patient.,0
hospital_admission_record-birth_address,admission_records-personal_history,Place where the patient was born.,Patient's personal history.,0
hospital_admission_record-birth_address,admission_records-preliminary_diagnosis,Place where the patient was born.,Initial diagnosis made upon admission.,0
hospital_admission_record-birth_address,admission_records-chief_complaint,Place where the patient was born.,Main complaint or reason for admission.,0
hospital_admission_record-birth_address,admission_records-historian,Place where the patient was born.,Person providing the medical history.,0
hospital_admission_record-birth_address,admission_records-admission_date,Place where the patient was born.,Date when the patient was admitted.,0
hospital_admission_record-birth_address,admission_records-place_of_birth,Place where the patient was born.,Patient's place of birth.,1
hospital_admission_record-birth_address,admission_records-current_address,Place where the patient was born.,Residential address of the patient.,0
hospital_admission_record-birth_address,admission_records-marital_status,Place where the patient was born.,Patient's marital status.,0
hospital_admission_record-birth_address,admission_records-obstetric_history,Place where the patient was born.,History of pregnancies and childbirth.,0
hospital_admission_record-birth_address,admission_records-family_history,Place where the patient was born.,Medical history of the patient's family.,0
hospital_admission_record-birth_address,admission_records-age,Place where the patient was born.,Patient's age.,0
hospital_admission_record-birth_address,admission_records-current_department,Place where the patient was born.,The specific department or unit where the patient is currently receiving treatment.,0
hospital_admission_record-birth_address,admission_records-household_registration_address,Place where the patient was born.,Registered permanent address.,0
hospital_admission_record-birth_address,admission_records-past_medical_history,Place where the patient was born.,Patient's previous medical history.,0
hospital_admission_record-birth_address,admission_records-date,Place where the patient was born.,General date of record.,0
hospital_admission_record-birth_address,admission_records-menstrual_history,Place where the patient was born.,History of the patient's menstrual cycle.,0
hospital_admission_record-birth_address,admission_records-ethnicity,Place where the patient was born.,Patient's ethnic background.,0
hospital_admission_record-birth_address,admission_records-parents_name,Place where the patient was born.,Name of the patient's biological or adoptive parent (if applicable).,0
hospital_admission_record-birth_address,admission_records-present_illness_history,Place where the patient was born.,History of the present illness.,0
hospital_admission_record-birth_address,admission_records-phone_number,Place where the patient was born.,Patient's contact phone number.,0
hospital_admission_record-birth_address,admission_records-occupation,Place where the patient was born.,Patient's occupation.,0
hospital_admission_record-birth_address,admission_records-drug_and_food_allergy_history,Place where the patient was born.,History of allergies to drugs and food.,0
hospital_admission_record-birth_address,admission_records-auxiliary_examination,Place where the patient was born.,Notes from additional examinations and tests.,0
hospital_admission_record-birth_address,normal_discharge_records-case_number,Place where the patient was born.,Unique identifier for the patient's case.,0
hospital_admission_record-birth_address,normal_discharge_records-hospital_course,Place where the patient was born.,Summary of the patient's hospital stay and progress.,0
hospital_admission_record-birth_address,normal_discharge_records-admission_condition,Place where the patient was born.,Patient's condition upon admission.,0
hospital_admission_record-birth_address,normal_discharge_records-admission_time,Place where the patient was born.,The exact time when the patient was admitted.,0
hospital_admission_record-birth_address,normal_discharge_records-admission_diagnosis,Place where the patient was born.,Initial diagnosis when the patient was admitted.,0
hospital_admission_record-birth_address,normal_discharge_records-discharge_instructions,Place where the patient was born.,Medical instructions provided upon discharge.,0
hospital_admission_record-birth_address,normal_discharge_records-discharge_condition,Place where the patient was born.,Patient's condition upon discharge.,0
hospital_admission_record-birth_address,normal_discharge_records-discharge_date,Place where the patient was born.,The date the patient was discharged from the hospital.,0
hospital_admission_record-birth_address,normal_discharge_records-discharge_diagnosis,Place where the patient was born.,Final diagnosis made upon discharge.,0
hospital_admission_record-birth_address,normal_discharge_records-physician_s_signature,Place where the patient was born.,Signature of the attending physician.,0
hospital_admission_record-birth_address,normal_discharge_records-patient_s_signature_fingerprint,Place where the patient was born.,Patient's signature or fingerprint for verification.,0
hospital_admission_record-birth_address,normal_discharge_records-signature_date,Place where the patient was born.,Date when the signatures were recorded.,0
hospital_admission_record-birth_address,operation_record-date_and_time,Place where the patient was born.,The date and time when the surgery was performed.,0
hospital_admission_record-birth_address,operation_record-primary_surgeon,Place where the patient was born.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
hospital_admission_record-birth_address,operation_record-bed_number,Place where the patient was born.,The bed number assigned to the patient.,0
hospital_admission_record-birth_address,operation_record-current_department,Place where the patient was born.,The medical department of the patient at the time of surgery.,0
hospital_admission_record-birth_address,operation_record-frozen_section_results,Place where the patient was born.,Results from the intraoperative frozen section analysis.,0
hospital_admission_record-birth_address,operation_record-patient_name,Place where the patient was born.,The full name of the patient undergoing surgery.,0
hospital_admission_record-birth_address,operation_record-surgeon_signature,Place where the patient was born.,Signature of the primary surgeon.,0
hospital_admission_record-birth_address,operation_record-routine_pathology_specimen_description,Place where the patient was born.,Description of the specimens sent for routine pathology.,0
hospital_admission_record-birth_address,operation_record-preoperative_diagnosis,Place where the patient was born.,The diagnosis provided prior to the surgery.,0
hospital_admission_record-birth_address,operation_record-postoperative_diagnosis,Place where the patient was born.,The diagnosis confirmed after the surgery is completed.,0
hospital_admission_record-birth_address,operation_record-anesthesiologist,Place where the patient was born.,The name of the anesthesiologist in charge of administering anesthesia.,0
hospital_admission_record-birth_address,operation_record-type_of_anesthesia,Place where the patient was born.,The specific type of anesthesia used during the operation.,0
hospital_admission_record-birth_address,operation_record-first_assistant,Place where the patient was born.,The name of the first assistant surgeon (if applicable).,0
hospital_admission_record-birth_address,operation_record-second_assistant,Place where the patient was born.,The name of the second assistant surgeon (if applicable).,0
hospital_admission_record-birth_address,operation_record-intraoperative_blood_transfusion_volume,Place where the patient was born.,The amount of blood transfused during the surgery.,0
hospital_admission_record-birth_address,consultation_record-consultation_participants,Place where the patient was born.,Names of the medical professionals involved in the consultation.,0
hospital_admission_record-birth_address,consultation_record-consultation_time,Place where the patient was born.,The date and time when the consultation took place.,0
hospital_admission_record-birth_address,consultation_record-consultation_department,Place where the patient was born.,The medical department responsible for the consultation.,0
hospital_admission_record-birth_address,consultation_record-consultation_opinions,Place where the patient was born.,Opinions and recommendations provided during the consultation.,0
hospital_admission_record-birth_address,consultation_record-consultation_purpose,Place where the patient was born.,The purpose or reason for requesting the consultation.,0
hospital_admission_record-birth_address,consultation_record-current_bed_number,Place where the patient was born.,The patient's assigned bed number at the time of consultation.,0
hospital_admission_record-birth_address,consultation_record-gender,Place where the patient was born.,The gender of the patient.,0
hospital_admission_record-birth_address,consultation_record-patient_name,Place where the patient was born.,The full name of the patient.,0
hospital_admission_record-birth_address,consultation_record-recording_physician_s_signature,Place where the patient was born.,Signature of the physician documenting the consultation.,0
hospital_admission_record-birth_address,consultation_record-lab_and_equipment_findings,Place where the patient was born.,Results from any lab tests or equipment used during the consultation.,0
hospital_admission_record-birth_address,consultation_record-requesting_physician,Place where the patient was born.,The physician who requested the consultation.,0
hospital_admission_record-birth_address,consultation_record-request_time,Place where the patient was born.,The date and time when the consultation was requested.,0
hospital_admission_record-birth_address,preoperative_summary-physician_s_signature,Place where the patient was born.,The signature of the physician responsible for the preoperative assessment.,0
hospital_admission_record-birth_address,preoperative_summary-course_of_illness_time,Place where the patient was born.,The duration or time frame of the patient's illness leading up to the surgery.,0
hospital_admission_record-birth_address,preoperative_summary-diagnosis,Place where the patient was born.,The medical condition diagnosed before the surgery.,0
hospital_admission_record-birth_address,preoperative_summary-preoperative_preparation,Place where the patient was born.,The preparations made before the surgery.,0
hospital_admission_record-birth_address,preoperative_summary-recording_physician_s_signature,Place where the patient was born.,The signature of the physician who documented the preoperative summary.,0
hospital_admission_record-birth_address,preoperative_summary-proposed_surgical_method,Place where the patient was born.,The planned method or type of surgical procedure.,0
hospital_admission_record-birth_address,preoperative_summary-brief_medical_history,Place where the patient was born.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
hospital_admission_record-birth_address,death_record-medical_record_number,Place where the patient was born.,The unique number assigned to the patient's medical record.,0
hospital_admission_record-birth_address,death_record-admit_situation,Place where the patient was born.,The condition of the patient upon admission.,0
hospital_admission_record-birth_address,death_record-admission_date,Place where the patient was born.,The date when the patient was admitted to the hospital.,0
hospital_admission_record-birth_address,death_record-date_of_birth,Place where the patient was born.,The patient's date of birth.,0
hospital_admission_record-birth_address,death_record-physician_s_signature,Place where the patient was born.,The signatures of the physician(s) involved.,0
hospital_admission_record-birth_address,death_record-current_bed_number,Place where the patient was born.,The bed number assigned to the patient at the time of death.,0
hospital_admission_record-birth_address,death_record-current_department,Place where the patient was born.,The hospital department where the patient was located at the time of death.,0
hospital_admission_record-birth_address,death_record-patient_name,Place where the patient was born.,The name of the deceased patient.,0
hospital_admission_record-birth_address,death_record-cause_of_death,Place where the patient was born.,The identified cause of death.,0
hospital_admission_record-birth_address,death_record-time_of_death,Place where the patient was born.,The specific date and time when the patient passed away.,0
hospital_admission_record-birth_address,death_record-death_diagnosis,Place where the patient was born.,The diagnosis established as the cause or underlying reason for death.,0
